Datum;Uhrzeit;8:00 Uhr Prognose [MW];Online Hochrechnung [MW]
15.02.2016;01:15 - 01:30;723;721
15.02.2016;01:30 - 01:45;750;751
15.02.2016;01:45 - 02:00;794;775
15.02.2016;02:00 - 02:15;805;814
15.02.2016;02:15 - 02:30;802;832
15.02.2016;02:30 - 02:45;820;852
15.02.2016;02:45 - 03:00;823;883
15.02.2016;03:00 - 03:15;831;918
15.02.2016;03:15 - 03:30;852;953
15.02.2016;03:30 - 03:45;871;979
15.02.2016;03:45 - 04:00;908;1044
15.02.2016;04:00 - 04:15;941;1088
15.02.2016;04:15 - 04:30;964;1132
15.02.2016;04:30 - 04:45;976;1160
15.02.2016;04:45 - 05:00;985;1176
15.02.2016;05:00 - 05:15;983;1221
15.02.2016;05:15 - 05:30;967;1273
15.02.2016;05:30 - 05:45;965;1288
15.02.2016;05:45 - 06:00;953;1325
15.02.2016;06:00 - 06:15;964;1377
15.02.2016;06:15 - 06:30;961;1402
15.02.2016;06:30 - 06:45;954;1403
15.02.2016;06:45 - 07:00;952;1416
15.02.2016;07:00 - 07:15;964;1441
15.02.2016;07:15 - 07:30;971;1486
15.02.2016;07:30 - 07:45;980;1517
15.02.2016;07:45 - 08:00;984;1554
15.02.2016;08:00 - 08:15;990;1585
15.02.2016;08:15 - 08:30;1010;1573
15.02.2016;08:30 - 08:45;1036;1577
15.02.2016;08:45 - 09:00;1077;1576
15.02.2016;09:00 - 09:15;1103;1570
15.02.2016;09:15 - 09:30;1144;1583
15.02.2016;09:30 - 09:45;1178;1619
15.02.2016;09:45 - 10:00;1229;1660
15.02.2016;10:00 - 10:15;1260;1632
15.02.2016;10:15 - 10:30;1301;1618
15.02.2016;10:30 - 10:45;1344;1622
15.02.2016;10:45 - 11:00;1382;1604
15.02.2016;11:00 - 11:15;1411;1613
15.02.2016;11:15 - 11:30;1434;1604
15.02.2016;11:30 - 11:45;1448;1646
15.02.2016;11:45 - 12:00;1459;1626
15.02.2016;12:00 - 12:15;1473;1611
15.02.2016;12:15 - 12:30;1492;1559
15.02.2016;12:30 - 12:45;1526;1584
15.02.2016;12:45 - 13:00;1564;1543
15.02.2016;13:00 - 13:15;1590;1589
15.02.2016;13:15 - 13:30;1606;1625
15.02.2016;13:30 - 13:45;1624;1657
15.02.2016;13:45 - 14:00;1597;1652
15.02.2016;14:00 - 14:15;1613;1562
15.02.2016;14:15 - 14:30;1628;1513
15.02.2016;14:30 - 14:45;1646;1642
15.02.2016;14:45 - 15:00;1665;1687
15.02.2016;15:00 - 15:15;1677;1700
15.02.2016;15:15 - 15:30;1669;1697
15.02.2016;15:30 - 15:45;1654;1607
15.02.2016;15:45 - 16:00;1628;1547
15.02.2016;16:00 - 16:15;1616;1519
15.02.2016;16:15 - 16:30;1603;1489
15.02.2016;16:30 - 16:45;1578;1483
15.02.2016;16:45 - 17:00;1566;1430
15.02.2016;17:00 - 17:15;1565;1419
15.02.2016;17:15 - 17:30;1570;1390
15.02.2016;17:30 - 17:45;1587;1399
15.02.2016;17:45 - 18:00;1576;1370
15.02.2016;18:00 - 18:15;1582;1350
15.02.2016;18:15 - 18:30;1583;1369
15.02.2016;18:30 - 18:45;1581;1334
15.02.2016;18:45 - 19:00;1588;1305
15.02.2016;19:00 - 19:15;1592;1206
15.02.2016;19:15 - 19:30;1597;1144
15.02.2016;19:30 - 19:45;1602;1097
15.02.2016;19:45 - 20:00;1602;1074
15.02.2016;20:00 - 20:15;1602;1064
15.02.2016;20:15 - 20:30;1592;1038
15.02.2016;20:30 - 20:45;1573;991
15.02.2016;20:45 - 21:00;1552;965
15.02.2016;21:00 - 21:15;1536;926
15.02.2016;21:15 - 21:30;1517;896
15.02.2016;21:30 - 21:45;1488;884
15.02.2016;21:45 - 22:00;1460;884
15.02.2016;22:00 - 22:15;1438;868
15.02.2016;22:15 - 22:30;1412;849
15.02.2016;22:30 - 22:45;1371;833
15.02.2016;22:45 - 23:00;1331;787
15.02.2016;23:00 - 23:15;1301;756
15.02.2016;23:15 - 23:30;1277;719
15.02.2016;23:30 - 23:45;1245;695
15.02.2016;23:45 - 00:00;1217;641
16.02.2016;00:00 - 00:15;805;615
16.02.2016;00:15 - 00:30;791;635
16.02.2016;00:30 - 00:45;780;641
16.02.2016;00:45 - 01:00;759;634
16.02.2016;01:00 - 01:15;751;592
16.02.2016;01:15 - 01:30;748;569
16.02.2016;01:30 - 01:45;748;562
16.02.2016;01:45 - 02:00;749;574
16.02.2016;02:00 - 02:15;746;567
16.02.2016;02:15 - 02:30;730;539
16.02.2016;02:30 - 02:45;701;533
16.02.2016;02:45 - 03:00;673;553
16.02.2016;03:00 - 03:15;659;568
16.02.2016;03:15 - 03:30;656;582
16.02.2016;03:30 - 03:45;655;590
16.02.2016;03:45 - 04:00;649;614
16.02.2016;04:00 - 04:15;643;598
16.02.2016;04:15 - 04:30;633;577
16.02.2016;04:30 - 04:45;622;549
16.02.2016;04:45 - 05:00;640;544
16.02.2016;05:00 - 05:15;634;516
16.02.2016;05:15 - 05:30;626;480
16.02.2016;05:30 - 05:45;620;464
16.02.2016;05:45 - 06:00;629;435
16.02.2016;06:00 - 06:15;630;414
16.02.2016;06:15 - 06:30;619;375
16.02.2016;06:30 - 06:45;605;370
16.02.2016;06:45 - 07:00;608;390
16.02.2016;07:00 - 07:15;597;395
16.02.2016;07:15 - 07:30;596;390
16.02.2016;07:30 - 07:45;593;384
16.02.2016;07:45 - 08:00;602;396
16.02.2016;08:00 - 08:15;600;412
16.02.2016;08:15 - 08:30;597;415
16.02.2016;08:30 - 08:45;601;394
16.02.2016;08:45 - 09:00;618;347
16.02.2016;09:00 - 09:15;623;347
16.02.2016;09:15 - 09:30;630;348
16.02.2016;09:30 - 09:45;669;345
16.02.2016;09:45 - 10:00;689;331
16.02.2016;10:00 - 10:15;698;306
16.02.2016;10:15 - 10:30;704;284
16.02.2016;10:30 - 10:45;693;270
16.02.2016;10:45 - 11:00;691;251
16.02.2016;11:00 - 11:15;683;246
16.02.2016;11:15 - 11:30;672;232
16.02.2016;11:30 - 11:45;669;216
16.02.2016;11:45 - 12:00;668;202
16.02.2016;12:00 - 12:15;657;202
16.02.2016;12:15 - 12:30;662;188
16.02.2016;12:30 - 12:45;644;196
16.02.2016;12:45 - 13:00;654;184
16.02.2016;13:00 - 13:15;652;176
16.02.2016;13:15 - 13:30;647;165
16.02.2016;13:30 - 13:45;645;161
16.02.2016;13:45 - 14:00;654;164
16.02.2016;14:00 - 14:15;667;170
16.02.2016;14:15 - 14:30;665;182
16.02.2016;14:30 - 14:45;665;205
16.02.2016;14:45 - 15:00;676;227
16.02.2016;15:00 - 15:15;675;238
16.02.2016;15:15 - 15:30;683;240
16.02.2016;15:30 - 15:45;700;238
16.02.2016;15:45 - 16:00;714;234
16.02.2016;16:00 - 16:15;725;230
16.02.2016;16:15 - 16:30;739;240
16.02.2016;16:30 - 16:45;750;265
16.02.2016;16:45 - 17:00;764;290
16.02.2016;17:00 - 17:15;777;325
16.02.2016;17:15 - 17:30;796;364
16.02.2016;17:30 - 17:45;813;404
16.02.2016;17:45 - 18:00;855;443
16.02.2016;18:00 - 18:15;883;491
16.02.2016;18:15 - 18:30;877;531
16.02.2016;18:30 - 18:45;870;582
16.02.2016;18:45 - 19:00;892;626
16.02.2016;19:00 - 19:15;901;684
16.02.2016;19:15 - 19:30;916;769
16.02.2016;19:30 - 19:45;964;795
16.02.2016;19:45 - 20:00;1033;790
16.02.2016;20:00 - 20:15;1052;801
16.02.2016;20:15 - 20:30;1034;826
16.02.2016;20:30 - 20:45;1011;843
16.02.2016;20:45 - 21:00;992;874
16.02.2016;21:00 - 21:15;988;920
16.02.2016;21:15 - 21:30;973;1005
16.02.2016;21:30 - 21:45;981;1085
16.02.2016;21:45 - 22:00;976;1171
16.02.2016;22:00 - 22:15;989;1258
16.02.2016;22:15 - 22:30;983;1269
16.02.2016;22:30 - 22:45;995;1264
16.02.2016;22:45 - 23:00;999;1212
16.02.2016;23:00 - 23:15;1002;1169
16.02.2016;23:15 - 23:30;1002;1127
16.02.2016;23:30 - 23:45;1000;1138
16.02.2016;23:45 - 00:00;986;1139
17.02.2016;00:00 - 00:15;996;1153
17.02.2016;00:15 - 00:30;1010;1135
17.02.2016;00:30 - 00:45;1035;1145
17.02.2016;00:45 - 01:00;1072;1138
17.02.2016;01:00 - 01:15;1087;1129
17.02.2016;01:15 - 01:30;1087;1156
17.02.2016;01:30 - 01:45;1064;1220
17.02.2016;01:45 - 02:00;1038;1271
17.02.2016;02:00 - 02:15;1029;1267
17.02.2016;02:15 - 02:30;1028;1264
17.02.2016;02:30 - 02:45;1036;1247
17.02.2016;02:45 - 03:00;1059;1233
17.02.2016;03:00 - 03:15;1072;1239
17.02.2016;03:15 - 03:30;1061;1260
17.02.2016;03:30 - 03:45;1013;1286
17.02.2016;03:45 - 04:00;983;1299
17.02.2016;04:00 - 04:15;958;1325
17.02.2016;04:15 - 04:30;941;1348
17.02.2016;04:30 - 04:45;924;1388
17.02.2016;04:45 - 05:00;902;1456
17.02.2016;05:00 - 05:15;892;1454
17.02.2016;05:15 - 05:30;866;1408
17.02.2016;05:30 - 05:45;830;1346
17.02.2016;05:45 - 06:00;806;1260
17.02.2016;06:00 - 06:15;787;1274
17.02.2016;06:15 - 06:30;771;1279
17.02.2016;06:30 - 06:45;747;1308
17.02.2016;06:45 - 07:00;720;1335
17.02.2016;07:00 - 07:15;715;1313
17.02.2016;07:15 - 07:30;706;1330
17.02.2016;07:30 - 07:45;695;1307
17.02.2016;07:45 - 08:00;681;1264
17.02.2016;08:00 - 08:15;661;1146
17.02.2016;08:15 - 08:30;648;1067
17.02.2016;08:30 - 08:45;639;1018
17.02.2016;08:45 - 09:00;619;922
17.02.2016;09:00 - 09:15;610;841
17.02.2016;09:15 - 09:30;596;761
17.02.2016;09:30 - 09:45;562;654
17.02.2016;09:45 - 10:00;533;531
17.02.2016;10:00 - 10:15;502;426
17.02.2016;10:15 - 10:30;471;363
17.02.2016;10:30 - 10:45;440;317
17.02.2016;10:45 - 11:00;410;272
17.02.2016;11:00 - 11:15;387;243
17.02.2016;11:15 - 11:30;368;236
17.02.2016;11:30 - 11:45;338;215
17.02.2016;11:45 - 12:00;318;169
17.02.2016;12:00 - 12:15;291;150
17.02.2016;12:15 - 12:30;288;140
17.02.2016;12:30 - 12:45;271;120
17.02.2016;12:45 - 13:00;261;109
17.02.2016;13:00 - 13:15;245;107
17.02.2016;13:15 - 13:30;243;108
17.02.2016;13:30 - 13:45;231;111
17.02.2016;13:45 - 14:00;221;116
17.02.2016;14:00 - 14:15;214;111
17.02.2016;14:15 - 14:30;216;103
17.02.2016;14:30 - 14:45;221;105
17.02.2016;14:45 - 15:00;222;117
17.02.2016;15:00 - 15:15;236;122
17.02.2016;15:15 - 15:30;235;126
17.02.2016;15:30 - 15:45;227;128
17.02.2016;15:45 - 16:00;219;133
17.02.2016;16:00 - 16:15;222;123
17.02.2016;16:15 - 16:30;222;118
17.02.2016;16:30 - 16:45;226;114
17.02.2016;16:45 - 17:00;248;109
17.02.2016;17:00 - 17:15;255;112
17.02.2016;17:15 - 17:30;258;102
17.02.2016;17:30 - 17:45;261;103
17.02.2016;17:45 - 18:00;276;100
17.02.2016;18:00 - 18:15;283;104
17.02.2016;18:15 - 18:30;286;113
17.02.2016;18:30 - 18:45;282;120
17.02.2016;18:45 - 19:00;289;122
17.02.2016;19:00 - 19:15;311;129
17.02.2016;19:15 - 19:30;322;145
17.02.2016;19:30 - 19:45;328;151
17.02.2016;19:45 - 20:00;311;159
17.02.2016;20:00 - 20:15;345;168
17.02.2016;20:15 - 20:30;365;178
17.02.2016;20:30 - 20:45;386;189
17.02.2016;20:45 - 21:00;393;196
17.02.2016;21:00 - 21:15;410;197
17.02.2016;21:15 - 21:30;385;203
17.02.2016;21:30 - 21:45;392;213
17.02.2016;21:45 - 22:00;392;247
17.02.2016;22:00 - 22:15;399;297
17.02.2016;22:15 - 22:30;420;331
17.02.2016;22:30 - 22:45;456;354
17.02.2016;22:45 - 23:00;484;378
17.02.2016;23:00 - 23:15;509;418
17.02.2016;23:15 - 23:30;502;449
17.02.2016;23:30 - 23:45;499;481
17.02.2016;23:45 - 00:00;505;500
18.02.2016;00:00 - 00:15;429;524
18.02.2016;00:15 - 00:30;440;518
18.02.2016;00:30 - 00:45;450;501
18.02.2016;00:45 - 01:00;467;501
18.02.2016;01:00 - 01:15;461;505
18.02.2016;01:15 - 01:30;452;505
18.02.2016;01:30 - 01:45;452;489
18.02.2016;01:45 - 02:00;469;495
18.02.2016;02:00 - 02:15;470;515
18.02.2016;02:15 - 02:30;471;524
18.02.2016;02:30 - 02:45;458;523
18.02.2016;02:45 - 03:00;468;527
18.02.2016;03:00 - 03:15;471;522
18.02.2016;03:15 - 03:30;480;521
18.02.2016;03:30 - 03:45;473;524
18.02.2016;03:45 - 04:00;499;530
18.02.2016;04:00 - 04:15;501;523
18.02.2016;04:15 - 04:30;513;549
18.02.2016;04:30 - 04:45;543;566
18.02.2016;04:45 - 05:00;561;557
18.02.2016;05:00 - 05:15;586;557
18.02.2016;05:15 - 05:30;577;578
18.02.2016;05:30 - 05:45;564;518
18.02.2016;05:45 - 06:00;593;502
18.02.2016;06:00 - 06:15;579;468
18.02.2016;06:15 - 06:30;592;439
18.02.2016;06:30 - 06:45;607;412
18.02.2016;06:45 - 07:00;617;379
18.02.2016;07:00 - 07:15;633;381
18.02.2016;07:15 - 07:30;634;376
18.02.2016;07:30 - 07:45;625;392
18.02.2016;07:45 - 08:00;637;382
18.02.2016;08:00 - 08:15;632;395
18.02.2016;08:15 - 08:30;656;398
18.02.2016;08:30 - 08:45;670;399
18.02.2016;08:45 - 09:00;725;399
18.02.2016;09:00 - 09:15;747;395
18.02.2016;09:15 - 09:30;762;392
18.02.2016;09:30 - 09:45;771;389
18.02.2016;09:45 - 10:00;792;377
18.02.2016;10:00 - 10:15;795;360
18.02.2016;10:15 - 10:30;811;376
18.02.2016;10:30 - 10:45;819;403
18.02.2016;10:45 - 11:00;847;429
18.02.2016;11:00 - 11:15;858;450
18.02.2016;11:15 - 11:30;858;487
18.02.2016;11:30 - 11:45;847;502
18.02.2016;11:45 - 12:00;826;560
18.02.2016;12:00 - 12:15;820;574
18.02.2016;12:15 - 12:30;815;598
18.02.2016;12:30 - 12:45;834;617
18.02.2016;12:45 - 13:00;823;642
18.02.2016;13:00 - 13:15;815;635
18.02.2016;13:15 - 13:30;815;597
18.02.2016;13:30 - 13:45;821;603
18.02.2016;13:45 - 14:00;811;583
18.02.2016;14:00 - 14:15;803;565
18.02.2016;14:15 - 14:30;800;527
18.02.2016;14:30 - 14:45;776;497
18.02.2016;14:45 - 15:00;731;472
18.02.2016;15:00 - 15:15;714;429
18.02.2016;15:15 - 15:30;697;405
18.02.2016;15:30 - 15:45;670;374
18.02.2016;15:45 - 16:00;648;383
18.02.2016;16:00 - 16:15;633;365
18.02.2016;16:15 - 16:30;614;339
18.02.2016;16:30 - 16:45;600;328
18.02.2016;16:45 - 17:00;580;317
18.02.2016;17:00 - 17:15;571;282
18.02.2016;17:15 - 17:30;555;258
18.02.2016;17:30 - 17:45;548;243
18.02.2016;17:45 - 18:00;541;229
18.02.2016;18:00 - 18:15;537;221
18.02.2016;18:15 - 18:30;538;212
18.02.2016;18:30 - 18:45;538;207
18.02.2016;18:45 - 19:00;547;203
18.02.2016;19:00 - 19:15;547;209
18.02.2016;19:15 - 19:30;548;200
18.02.2016;19:30 - 19:45;551;206
18.02.2016;19:45 - 20:00;568;212
18.02.2016;20:00 - 20:15;572;213
18.02.2016;20:15 - 20:30;575;222
18.02.2016;20:30 - 20:45;580;232
18.02.2016;20:45 - 21:00;587;237
18.02.2016;21:00 - 21:15;587;241
18.02.2016;21:15 - 21:30;571;233
18.02.2016;21:30 - 21:45;556;226
18.02.2016;21:45 - 22:00;530;222
18.02.2016;22:00 - 22:15;512;229
18.02.2016;22:15 - 22:30;509;242
18.02.2016;22:30 - 22:45;503;249
18.02.2016;22:45 - 23:00;499;238
18.02.2016;23:00 - 23:15;496;222
18.02.2016;23:15 - 23:30;493;208
18.02.2016;23:30 - 23:45;504;199
18.02.2016;23:45 - 00:00;499;199
19.02.2016;00:00 - 00:15;309;201
19.02.2016;00:15 - 00:30;309;199
19.02.2016;00:30 - 00:45;316;199
19.02.2016;00:45 - 01:00;324;183
19.02.2016;01:00 - 01:15;331;165
19.02.2016;01:15 - 01:30;333;160
19.02.2016;01:30 - 01:45;340;157
19.02.2016;01:45 - 02:00;344;156
19.02.2016;02:00 - 02:15;349;167
19.02.2016;02:15 - 02:30;352;174
19.02.2016;02:30 - 02:45;365;186
19.02.2016;02:45 - 03:00;369;188
19.02.2016;03:00 - 03:15;376;187
19.02.2016;03:15 - 03:30;382;195
19.02.2016;03:30 - 03:45;403;193
19.02.2016;03:45 - 04:00;408;190
19.02.2016;04:00 - 04:15;408;192
19.02.2016;04:15 - 04:30;408;195
19.02.2016;04:30 - 04:45;413;208
19.02.2016;04:45 - 05:00;409;226
19.02.2016;05:00 - 05:15;415;230
19.02.2016;05:15 - 05:30;424;243
19.02.2016;05:30 - 05:45;451;262
19.02.2016;05:45 - 06:00;469;259
19.02.2016;06:00 - 06:15;470;275
19.02.2016;06:15 - 06:30;487;288
19.02.2016;06:30 - 06:45;500;291
19.02.2016;06:45 - 07:00;513;303
19.02.2016;07:00 - 07:15;529;319
19.02.2016;07:15 - 07:30;564;327
19.02.2016;07:30 - 07:45;603;342
19.02.2016;07:45 - 08:00;646;356
19.02.2016;08:00 - 08:15;657;351
19.02.2016;08:15 - 08:30;660;333
19.02.2016;08:30 - 08:45;678;341
19.02.2016;08:45 - 09:00;692;346
19.02.2016;09:00 - 09:15;715;356
19.02.2016;09:15 - 09:30;755;344
19.02.2016;09:30 - 09:45;822;327
19.02.2016;09:45 - 10:00;897;304
19.02.2016;10:00 - 10:15;940;301
19.02.2016;10:15 - 10:30;931;295
19.02.2016;10:30 - 10:45;953;314
19.02.2016;10:45 - 11:00;977;326
19.02.2016;11:00 - 11:15;996;344
19.02.2016;11:15 - 11:30;1010;397
19.02.2016;11:30 - 11:45;1045;453
19.02.2016;11:45 - 12:00;1055;491
19.02.2016;12:00 - 12:15;1067;522
19.02.2016;12:15 - 12:30;1052;517
19.02.2016;12:30 - 12:45;1060;535
19.02.2016;12:45 - 13:00;1070;559
19.02.2016;13:00 - 13:15;1082;569
19.02.2016;13:15 - 13:30;1090;591
19.02.2016;13:30 - 13:45;1126;657
19.02.2016;13:45 - 14:00;1164;702
19.02.2016;14:00 - 14:15;1174;724
19.02.2016;14:15 - 14:30;1167;733
19.02.2016;14:30 - 14:45;1160;723
19.02.2016;14:45 - 15:00;1144;760
19.02.2016;15:00 - 15:15;1141;739
19.02.2016;15:15 - 15:30;1122;721
19.02.2016;15:30 - 15:45;1106;711
19.02.2016;15:45 - 16:00;1121;725
19.02.2016;16:00 - 16:15;1107;687
19.02.2016;16:15 - 16:30;1097;667
19.02.2016;16:30 - 16:45;1072;675
19.02.2016;16:45 - 17:00;1073;663
19.02.2016;17:00 - 17:15;1077;658
19.02.2016;17:15 - 17:30;1090;611
19.02.2016;17:30 - 17:45;1098;597
19.02.2016;17:45 - 18:00;1141;619
19.02.2016;18:00 - 18:15;1158;678
19.02.2016;18:15 - 18:30;1183;796
19.02.2016;18:30 - 18:45;1217;953
19.02.2016;18:45 - 19:00;1258;1124
19.02.2016;19:00 - 19:15;1302;1270
19.02.2016;19:15 - 19:30;1366;1394
19.02.2016;19:30 - 19:45;1447;1502
19.02.2016;19:45 - 20:00;1535;1592
19.02.2016;20:00 - 20:15;1608;1720
19.02.2016;20:15 - 20:30;1673;1899
19.02.2016;20:30 - 20:45;1746;2039
19.02.2016;20:45 - 21:00;1823;2193
19.02.2016;21:00 - 21:15;1896;2363
19.02.2016;21:15 - 21:30;1983;2483
19.02.2016;21:30 - 21:45;2096;2554
19.02.2016;21:45 - 22:00;2209;2642
19.02.2016;22:00 - 22:15;2300;2723
19.02.2016;22:15 - 22:30;2387;2893
19.02.2016;22:30 - 22:45;2502;2977
19.02.2016;22:45 - 23:00;2596;3049
19.02.2016;23:00 - 23:15;2677;3153
19.02.2016;23:15 - 23:30;2760;3269
19.02.2016;23:30 - 23:45;2882;3374
19.02.2016;23:45 - 00:00;3008;3484
20.02.2016;00:00 - 00:15;2916;3563
20.02.2016;00:15 - 00:30;2984;3579
20.02.2016;00:30 - 00:45;3069;3681
20.02.2016;00:45 - 01:00;3156;3821
20.02.2016;01:00 - 01:15;3239;3929
20.02.2016;01:15 - 01:30;3335;4126
20.02.2016;01:30 - 01:45;3424;4211
20.02.2016;01:45 - 02:00;3523;4315
20.02.2016;02:00 - 02:15;3598;4331
20.02.2016;02:15 - 02:30;3685;4395
20.02.2016;02:30 - 02:45;3802;4457
20.02.2016;02:45 - 03:00;3923;4505
20.02.2016;03:00 - 03:15;4013;4591
20.02.2016;03:15 - 03:30;4094;4648
20.02.2016;03:30 - 03:45;4195;4652
20.02.2016;03:45 - 04:00;4300;4778
20.02.2016;04:00 - 04:15;4344;4847
20.02.2016;04:15 - 04:30;4358;4918
20.02.2016;04:30 - 04:45;4387;5002
20.02.2016;04:45 - 05:00;4423;5155
20.02.2016;05:00 - 05:15;4447;5276
20.02.2016;05:15 - 05:30;4497;5325
20.02.2016;05:30 - 05:45;4545;5380
20.02.2016;05:45 - 06:00;4612;5469
20.02.2016;06:00 - 06:15;4628;5727
20.02.2016;06:15 - 06:30;4659;5802
20.02.2016;06:30 - 06:45;4686;5821
20.02.2016;06:45 - 07:00;4689;5856
20.02.2016;07:00 - 07:15;4685;5856
20.02.2016;07:15 - 07:30;4682;5888
20.02.2016;07:30 - 07:45;4683;5856
20.02.2016;07:45 - 08:00;4660;5811
20.02.2016;08:00 - 08:15;4644;5789
20.02.2016;08:15 - 08:30;4640;5752
20.02.2016;08:30 - 08:45;4650;5723
20.02.2016;08:45 - 09:00;4637;5725
20.02.2016;09:00 - 09:15;4622;5646
20.02.2016;09:15 - 09:30;4603;5572
20.02.2016;09:30 - 09:45;4587;5520
20.02.2016;09:45 - 10:00;4559;5398
20.02.2016;10:00 - 10:15;4535;5358
20.02.2016;10:15 - 10:30;4500;5208
20.02.2016;10:30 - 10:45;4443;5112
20.02.2016;10:45 - 11:00;4381;5075
20.02.2016;11:00 - 11:15;4343;5069
20.02.2016;11:15 - 11:30;4319;5050
20.02.2016;11:30 - 11:45;4285;5007
20.02.2016;11:45 - 12:00;4242;4994
20.02.2016;12:00 - 12:15;4224;4933
20.02.2016;12:15 - 12:30;4223;4860
20.02.2016;12:30 - 12:45;4206;4811
20.02.2016;12:45 - 13:00;4191;4731
20.02.2016;13:00 - 13:15;4187;4716
20.02.2016;13:15 - 13:30;4184;4742
20.02.2016;13:30 - 13:45;4175;4825
20.02.2016;13:45 - 14:00;4165;4843
20.02.2016;14:00 - 14:15;4162;4845
20.02.2016;14:15 - 14:30;4165;4805
20.02.2016;14:30 - 14:45;4168;4810
20.02.2016;14:45 - 15:00;4177;4812
20.02.2016;15:00 - 15:15;4182;4831
20.02.2016;15:15 - 15:30;4181;4826
20.02.2016;15:30 - 15:45;4161;4806
20.02.2016;15:45 - 16:00;4150;4819
20.02.2016;16:00 - 16:15;4147;4904
20.02.2016;16:15 - 16:30;4178;4912
20.02.2016;16:30 - 16:45;4235;4989
20.02.2016;16:45 - 17:00;4285;5009
20.02.2016;17:00 - 17:15;4316;5038
20.02.2016;17:15 - 17:30;4318;5146
20.02.2016;17:30 - 17:45;4306;5242
20.02.2016;17:45 - 18:00;4294;5274
20.02.2016;18:00 - 18:15;4286;5167
20.02.2016;18:15 - 18:30;4306;5016
20.02.2016;18:30 - 18:45;4319;4909
20.02.2016;18:45 - 19:00;4349;4872
20.02.2016;19:00 - 19:15;4372;4884
20.02.2016;19:15 - 19:30;4379;4929
20.02.2016;19:30 - 19:45;4384;4974
20.02.2016;19:45 - 20:00;4405;5112
20.02.2016;20:00 - 20:15;4405;5153
20.02.2016;20:15 - 20:30;4429;5257
20.02.2016;20:30 - 20:45;4491;5360
20.02.2016;20:45 - 21:00;4529;5510
20.02.2016;21:00 - 21:15;4556;5703
20.02.2016;21:15 - 21:30;4574;5935
20.02.2016;21:30 - 21:45;4574;6092
20.02.2016;21:45 - 22:00;4604;6209
20.02.2016;22:00 - 22:15;4602;6050
20.02.2016;22:15 - 22:30;4594;6091
20.02.2016;22:30 - 22:45;4557;6101
20.02.2016;22:45 - 23:00;4533;6134
20.02.2016;23:00 - 23:15;4521;6153
20.02.2016;23:15 - 23:30;4507;6173
20.02.2016;23:30 - 23:45;4498;6191
20.02.2016;23:45 - 00:00;4503;6185
21.02.2016;00:00 - 00:15;5281;6192
21.02.2016;00:15 - 00:30;5279;6210
21.02.2016;00:30 - 00:45;5281;6234
21.02.2016;00:45 - 01:00;5285;6231
21.02.2016;01:00 - 01:15;5277;6214
21.02.2016;01:15 - 01:30;5293;6206
21.02.2016;01:30 - 01:45;5328;6216
21.02.2016;01:45 - 02:00;5360;6174
21.02.2016;02:00 - 02:15;5376;6080
21.02.2016;02:15 - 02:30;5352;6026
21.02.2016;02:30 - 02:45;5294;5925
21.02.2016;02:45 - 03:00;5254;5839
21.02.2016;03:00 - 03:15;5228;5770
21.02.2016;03:15 - 03:30;5255;5701
21.02.2016;03:30 - 03:45;5292;5647
21.02.2016;03:45 - 04:00;5345;5554
21.02.2016;04:00 - 04:15;5345;5456
21.02.2016;04:15 - 04:30;5302;5310
21.02.2016;04:30 - 04:45;5211;5250
21.02.2016;04:45 - 05:00;5122;5145
21.02.2016;05:00 - 05:15;5066;5084
21.02.2016;05:15 - 05:30;5055;4956
21.02.2016;05:30 - 05:45;5044;4862
21.02.2016;05:45 - 06:00;5043;4734
21.02.2016;06:00 - 06:15;5044;4765
21.02.2016;06:15 - 06:30;5012;4745
21.02.2016;06:30 - 06:45;4974;4711
21.02.2016;06:45 - 07:00;4937;4616
21.02.2016;07:00 - 07:15;4936;4591
21.02.2016;07:15 - 07:30;4933;4521
21.02.2016;07:30 - 07:45;4920;4431
21.02.2016;07:45 - 08:00;4909;4386
21.02.2016;08:00 - 08:15;4899;4337
21.02.2016;08:15 - 08:30;4921;4341
21.02.2016;08:30 - 08:45;4934;4378
21.02.2016;08:45 - 09:00;4940;4371
21.02.2016;09:00 - 09:15;4969;4501
21.02.2016;09:15 - 09:30;4986;4652
21.02.2016;09:30 - 09:45;5024;4779
21.02.2016;09:45 - 10:00;5058;4925
21.02.2016;10:00 - 10:15;5063;5071
21.02.2016;10:15 - 10:30;5049;5275
21.02.2016;10:30 - 10:45;5001;5417
21.02.2016;10:45 - 11:00;4991;5567
21.02.2016;11:00 - 11:15;4998;5773
21.02.2016;11:15 - 11:30;5002;5873
21.02.2016;11:30 - 11:45;5046;5927
21.02.2016;11:45 - 12:00;5123;6033
21.02.2016;12:00 - 12:15;5163;6124
21.02.2016;12:15 - 12:30;5208;6165
21.02.2016;12:30 - 12:45;5263;6268
21.02.2016;12:45 - 13:00;5326;6334
21.02.2016;13:00 - 13:15;5374;6397
21.02.2016;13:15 - 13:30;5395;6455
21.02.2016;13:30 - 13:45;5434;6464
21.02.2016;13:45 - 14:00;5444;6477
21.02.2016;14:00 - 14:15;5460;6464
21.02.2016;14:15 - 14:30;5476;6471
21.02.2016;14:30 - 14:45;5509;6451
21.02.2016;14:45 - 15:00;5543;6444
21.02.2016;15:00 - 15:15;5561;6430
21.02.2016;15:15 - 15:30;5561;6391
21.02.2016;15:30 - 15:45;5546;6394
21.02.2016;15:45 - 16:00;5532;6363
21.02.2016;16:00 - 16:15;5529;6369
